source_id,target_id,weight,source_book,page,evidence
E18997,E41416,3,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",135,"故障产生原因排除方法起升绞车液压系统1.无工作压力或控制压力2.安全阀已开启3.钢丝绳松弛设备已动作4.控制元件没有发挥作用1.检查压力,按需要重新调整2.重新调整3.检查,按需要重新调整4.检查控制元件动作无工作压力1.组合阀中电磁阀卡死2.管道破裂或接头泄漏1.拆检并清洁2.修补或重新安装(注意:破裂部分可能在油柜中)无控制压力3.吸入滤器堵塞4.液压泵不供油3.清洗滤器4.参照[液压泵]部分"
E06814,E41418,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",135,"故障产生原因排除方法起升绞车液压系统1.无工作压力或控制压力2.安全阀已开启3.钢丝绳松弛设备已动作4.控制元件没有发挥作用1.检查压力,按需要重新调整2.重新调整3.检查,按需要重新调整4.检查控制元件动作无工作压力1.组合阀中电磁阀卡死2.管道破裂或接头泄漏1.拆检并清洁2.修补或重新安装(注意:破裂部分可能在油柜中)无控制压力3.吸入滤器堵塞4.液压泵不供油3.清洗滤器4.参照[液压泵]部分"
E06814,E41420,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",135,"故障产生原因排除方法起升绞车液压系统1.无工作压力或控制压力2.安全阀已开启3.钢丝绳松弛设备已动作4.控制元件没有发挥作用1.检查压力,按需要重新调整2.重新调整3.检查,按需要重新调整4.检查控制元件动作无工作压力1.组合阀中电磁阀卡死2.管道破裂或接头泄漏1.拆检并清洁2.修补或重新安装(注意:破裂部分可能在油柜中)无控制压力3.吸入滤器堵塞4.液压泵不供油3.清洗滤器4.参照[液压泵]部分"
E23712,E41420,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",135,"故障产生原因排除方法起升绞车液压系统1.无工作压力或控制压力2.安全阀已开启3.钢丝绳松弛设备已动作4.控制元件没有发挥作用1.检查压力,按需要重新调整2.重新调整3.检查,按需要重新调整4.检查控制元件动作无工作压力1.组合阀中电磁阀卡死2.管道破裂或接头泄漏1.拆检并清洁2.修补或重新安装(注意:破裂部分可能在油柜中)无控制压力3.吸入滤器堵塞4.液压泵不供油3.清洗滤器4.参照[液压泵]部分"
E18684,E41425,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",135,"故障产生原因排除方法起升绞车液压系统1.无工作压力或控制压力2.安全阀已开启3.钢丝绳松弛设备已动作4.控制元件没有发挥作用1.检查压力,按需要重新调整2.重新调整3.检查,按需要重新调整4.检查控制元件动作无工作压力1.组合阀中电磁阀卡死2.管道破裂或接头泄漏1.拆检并清洁2.修补或重新安装(注意:破裂部分可能在油柜中)无控制压力3.吸入滤器堵塞4.液压泵不供油3.清洗滤器4.参照[液压泵]部分"
E23737,E41433,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",135,"故障产生原因排除方法起升绞车液压系统1.无工作压力或控制压力2.安全阀已开启3.钢丝绳松弛设备已动作4.控制元件没有发挥作用1.检查压力,按需要重新调整2.重新调整3.检查,按需要重新调整4.检查控制元件动作无工作压力1.组合阀中电磁阀卡死2.管道破裂或接头泄漏1.拆检并清洁2.修补或重新安装(注意:破裂部分可能在油柜中)无控制压力3.吸入滤器堵塞4.液压泵不供油3.清洗滤器4.参照[液压泵]部分"
E23738,E41434,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",135,"故障产生原因排除方法起升绞车液压系统1.无工作压力或控制压力2.安全阀已开启3.钢丝绳松弛设备已动作4.控制元件没有发挥作用1.检查压力,按需要重新调整2.重新调整3.检查,按需要重新调整4.检查控制元件动作无工作压力1.组合阀中电磁阀卡死2.管道破裂或接头泄漏1.拆检并清洁2.修补或重新安装(注意:破裂部分可能在油柜中)无控制压力3.吸入滤器堵塞4.液压泵不供油3.清洗滤器4.参照[液压泵]部分"
E23741,E41436,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",135,"故障产生原因排除方法起升绞车液压系统1.无工作压力或控制压力2.安全阀已开启3.钢丝绳松弛设备已动作4.控制元件没有发挥作用1.检查压力,按需要重新调整2.重新调整3.检查,按需要重新调整4.检查控制元件动作无工作压力1.组合阀中电磁阀卡死2.管道破裂或接头泄漏1.拆检并清洁2.修补或重新安装(注意:破裂部分可能在油柜中)无控制压力3.吸入滤器堵塞4.液压泵不供油3.清洗滤器4.参照[液压泵]部分"
E23892,E41447,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",148,"故障形式产生原因排除方法3.操纵控制手柄时发出异常声音1联锁开关故障2起货机误用高速或反向手柄操作3空气混入液压油中1重新调整2按要求操纵3清除空气,分析空气进入原因4.制动器不能松闸1联锁开关故障2控制手柄上的限位开关脱开3电气零件故障(触点,继电器)4制动电磁阀故障5制动油路安全阀故障6减压阀阻塞1拆检并重新调整2检查并重新调整3视情修复5.制动器不能抱闸1制动液压缸、销、枢轴故障2制动弹簧断"
E23894,E41449,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",148,"故障形式产生原因排除方法3.操纵控制手柄时发出异常声音1联锁开关故障2起货机误用高速或反向手柄操作3空气混入液压油中1重新调整2按要求操纵3清除空气,分析空气进入原因4.制动器不能松闸1联锁开关故障2控制手柄上的限位开关脱开3电气零件故障(触点,继电器)4制动电磁阀故障5制动油路安全阀故障6减压阀阻塞1拆检并重新调整2检查并重新调整3视情修复5.制动器不能抱闸1制动液压缸、销、枢轴故障2制动弹簧断"
E23895,E41450,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",148,"故障形式产生原因排除方法3.操纵控制手柄时发出异常声音1联锁开关故障2起货机误用高速或反向手柄操作3空气混入液压油中1重新调整2按要求操纵3清除空气,分析空气进入原因4.制动器不能松闸1联锁开关故障2控制手柄上的限位开关脱开3电气零件故障(触点,继电器)4制动电磁阀故障5制动油路安全阀故障6减压阀阻塞1拆检并重新调整2检查并重新调整3视情修复5.制动器不能抱闸1制动液压缸、销、枢轴故障2制动弹簧断"
E20180,E41461,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",149,"故障形式产生原因排除方法1.液压泵有异常声响1高位油箱管路上的截止阀未开1打开2抽吸管道内抽空2清洗吸油滤器3低温下使用高粘度油3加热后运转或使用合适的液压油4空气混入液压油中4排除空气5液压泵叶片故障5维修与更换6凸轮环磨损6检查原因,视情修复或更换7泵和电机的对中精度不够7重新对中2.液压油温升不正常1冷油却器风扇电机故障1视情修复2冷却器风扇断裂或变形2修复或更换3冷却器换热表面受灰尘污染3"
E23909,E41463,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",149,"4更换冷却器芯子,检查冷却器旁通阀5超载工作5按额定载荷工作6温度上升超过40°C6减少循环时间3.油压建立不起来1液压泵装配不正确1拆检并重新装配2回转方向不对2纠正至规定的转向3系统中安全阀故障3拆检,视情修复或更换4液压泵咬死,引起泵轴拉伤4维修或更换5液压马达故障5详见故障44.液压马达故障1轻载能起重,但额定载荷无法起重1液压马达减压阀故障1拆检清洗,视情修复或更换a.调节螺钉松开b.弹"
E05974,E41478,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",155,"检查各种显而易见的故障,例如:保险丝短路,传感器故障,电缆接线桩是否松开等故障"
E06857,E41203,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",156,故障产生原因排除方法回油压力或控制压力下降1.压力开关压力调的过低2.回油溢流阀压力调的过低3.控制油溢流阀的调定压力过低4.回油管系或控制油管系损坏1.按要求重新调定2.按要求重新调定3.按要求重新调定4.修复管系主跳板锁紧装置不能释放或不能锁紧1.电磁阀V60-2有故障2.电磁铁线圈烧坏3.单向节流阀2-27a节流口开度过小4.截止阀未开5.橡胶软管已损坏1.参照说明书要求修复或换新2.换新3
E06857,E41496,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",157,故障产生原因排除方法主跳板支撑装置不能伸缩1.液压泵有故障1.开启备用泵2.单向顺序阀2-31已损坏2.视情修复或换新3.液控单向阀的控制油路堵塞3.清洁管路4.泵站处截止阀未开4.开启截止阀5.橡胶软管损坏5.换新6.单向节流阀2-29开度过小6.重新调节节流阀的开度7.电磁阀V36-1有故障7.视情修复或更换8.电磁铁线圈已烧坏8.换新9.供给电液阀的控制油压力过低9.检查控制油路10.电磁铁
E18997,E41497,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",157,故障产生原因排除方法主跳板支撑装置不能伸缩1.液压泵有故障1.开启备用泵2.单向顺序阀2-31已损坏2.视情修复或换新3.液控单向阀的控制油路堵塞3.清洁管路4.泵站处截止阀未开4.开启截止阀5.橡胶软管损坏5.换新6.单向节流阀2-29开度过小6.重新调节节流阀的开度7.电磁阀V36-1有故障7.视情修复或更换8.电磁铁线圈已烧坏8.换新9.供给电液阀的控制油压力过低9.检查控制油路10.电磁铁
E22838,E41545,1,船舶液压系统故障诊断与维修技术 (郑士君编著),24,"液控单向阀按泄漏油液方式的不同有内泄漏与外泄漏之分,对高压阀为减小控制压力可采用带卸荷阀芯的结构"
E24822,E41571,1,船舶液压系统故障诊断与维修技术 (郑士君编著),42,"从而使进油液压缸失压,回油液压缸中的油液高速回油,这时专用阀的阀芯右端失压,在弹簧力的作用下,阀芯向右移动,当移到节流阀位置时,液压缸回油通道被节流,回油受到较大阻力,使管路中的油压升高,平衡住水流对舵叶的作用,而使舵叶转动速度得到限止,不致使进油液压缸出现吸空现象"
E06745,E37101,1,船舶电气设备维修指南,84,"故障现象故障原因处理方法(一)手动操作自动开关,触头不能闭合1失压脱扣器无电压或线圈烧坏2贮能弹簧变形,导致闭合力减小3反作用弹簧力过大4机构不能复位再扣1检查线路,施加电压或更换线圈2更换贮能弹簧3重新调整4调整再扣接触面至规定值(二)电动操作自动开关,触头不能闭合1操作电源电压不符2电源容量不够3电磁铁拉杆行程不够4电动机操作定位开关失灵5控制器中整流管或电容器损坏1更换电源2增大操作电源容量"
E06757,E37107,1,船舶电气设备维修指南,84,"故障现象故障原因处理方法(一)手动操作自动开关,触头不能闭合1失压脱扣器无电压或线圈烧坏2贮能弹簧变形,导致闭合力减小3反作用弹簧力过大4机构不能复位再扣1检查线路,施加电压或更换线圈2更换贮能弹簧3重新调整4调整再扣接触面至规定值(二)电动操作自动开关,触头不能闭合1操作电源电压不符2电源容量不够3电磁铁拉杆行程不够4电动机操作定位开关失灵5控制器中整流管或电容器损坏1更换电源2增大操作电源容量"
E18998,E41741,1,船舶液压系统故障诊断与维修技术 (郑士君编著),104,"液压缸内泄漏量超过产品图纸规定值的三倍以上时,由于内泄造成液压缸输出力减少,应检查内泄漏原因"
E08970,E41968,1,船舶液压系统故障诊断与维修技术 (郑士君编著),133,该系统的顶端事件为“舵机失效
E25509,E41970,1,船舶液压系统故障诊断与维修技术 (郑士君编著),134,"图8-7中$G_{1}$$G_{1}^{\prime}$和$G_{2}$事件中至少有一个出现,就会发生舵机失效,这就是逻辑或的关系,因此,$G_{1}$$G_{1}^{\prime}$和$G_{2}$是相串联的"
E25686,E42005,1,船舶液压系统故障诊断与维修技术 (郑士君编著),151,"BCDEFGHIJKLMNOP故障原因措施●1转叶液压缸内部磨损更换密封●2主控制阀卡死解体,清洁后重新组装●3电磁阀卡死解体,清洁阀芯或更换阀芯●4电磁铁无电流修复5密封磨损或断裂更换密封6舵角指示器故障修复或更换7液压系统中有空气放气8滤油器脏堵清洗9液压泵轴处油封磨损更换10液压系统充油过多故障一部分11液压泵安装不良重新安装12联轴器磨损更换13压盖过松重新紧固压盖14膨胀油柜油位过低检查"
E18997,E42008,1,船舶液压系统故障诊断与维修技术 (郑士君编著),151,"BCDEFGHIJKLMNOP故障原因措施●1转叶液压缸内部磨损更换密封●2主控制阀卡死解体,清洁后重新组装●3电磁阀卡死解体,清洁阀芯或更换阀芯●4电磁铁无电流修复5密封磨损或断裂更换密封6舵角指示器故障修复或更换7液压系统中有空气放气8滤油器脏堵清洗9液压泵轴处油封磨损更换10液压系统充油过多故障一部分11液压泵安装不良重新安装12联轴器磨损更换13压盖过松重新紧固压盖14膨胀油柜油位过低检查"
E18997,E41114,1,船舶液压系统故障诊断与维修技术 (郑士君编著),190,"故障产生原因排除方法变幅绞车无法向下运动1.限位阀已动作1.检查限位阀是否调整得当2.压力过低2.重新调整压力3.管路中泄漏3.检查并修理4.液压泵损伤4.参照(液压泵)部分上述故障排除后,若变幅绞车仍不能运转,应参照(液压马达)部分,检查液压马达回转机构液压系统制动器不能松闸1.无工作压力或控制压力1.检查压力,按需要重新调整2.控制设备失灵2.检查控制设备1.组合阀中电磁阀关闭不严1.清洗并关"
E12894,E42057,1,船舶液压系统故障诊断与维修技术 (郑士君编著),190,"故障产生原因排除方法变幅绞车无法向下运动1.限位阀已动作1.检查限位阀是否调整得当2.压力过低2.重新调整压力3.管路中泄漏3.检查并修理4.液压泵损伤4.参照(液压泵)部分上述故障排除后,若变幅绞车仍不能运转,应参照(液压马达)部分,检查液压马达回转机构液压系统制动器不能松闸1.无工作压力或控制压力1.检查压力,按需要重新调整2.控制设备失灵2.检查控制设备1.组合阀中电磁阀关闭不严1.清洗并关"
E15248,E42075,1,船舶液压系统故障诊断与维修技术 (郑士君编著),196,"单向阀泄漏的原因主要有:阀口处有杂质,阀口冲蚀,实船情况以后者居多,原因是阀口处流速很高,加上油液污染时,油中的颗粒杂质对阀口产生冲刷,而使单向阀的反向密封失效"
E06892,E37195,1,船舶电气设备维修指南,94,故障现象故障原因处理1保险管熔断“POWER”灯灭更换保险管重接3输入电源线断更换接线1负载短路或过载保险管多次熔断用万用表测2输入电压设定错3保险管容量太小改接正确改换大的1程序中无“END”指示“RUN”灯灭修改程序检查电源修改口址2电源故障3I/O口址重复1未向输入信号供电源输入均不接通接通有关电源调整电源电压使其符合要求4端子触钉松动4端子板接触不良调整电源电压使其符合要求4处理后重接PC
E26907,E42182,1,"船舶电气设备及系统(大连海事大学出版社,2011) (郑华耀)",39,"在进行短路试验时,变压器副边绕组短路,原边绕组端加电压,由零逐渐升高,直至绕组中电流达额定值为止(此时副边绕组中电流同时达到额定值),并同时测取此时的输入功率$P_{k}$,由简化等效电路即可求得短路阻抗"
E26911,E42187,1,"船舶电气设备及系统(大连海事大学出版社,2011) (郑华耀)",39,"从运行性能方面考虑,要求短路电压小些,即短路阻抗小,这样变压器的电压变化率就小;但从限制变压器短路电流的角度看,希望短路电压大些,这样可使变压器在意外短路时的短路电流可以小些"
E27766,E42217,1,"船舶电气设备及系统(大连海事大学出版社,2011) (郑华耀)",84,"同时当任意两线圈转到磁场几何中性线$\left(\Phi=0\right)$处时,它将被电刷短路,由于此时线圈切割的电动势为零,线圈中不会产生通过电刷的短路环流,因而空载运行时,也就没有电刷火花产生"
E27769,E42219,1,"船舶电气设备及系统(大连海事大学出版社,2011) (郑华耀)",84,"如果电刷不在上述的正确位置,则被电刷分割的每一并联支路中都包含有相反极下的线圈,因而有方向相反的电动势,总的电动势小于最大电动势;同时被电刷短路的线圈也不处在几何中性面上,线圈中有切割电动势,因而有通过电刷的短路环流,当线圈脱离电刷短路时将产生断路火花"
E06916,E37206,1,船舶电气设备维修指南,98,"直流电动机励磁线圈损坏时,须拆下磁极进行修理"
E29306,E42270,1,"船舶电气设备及系统(大连海事大学出版社,2011) (郑华耀)",161,"它的缺点是工作效率低,制造精度要求高,油路管道系统复杂,一旦管路破损漏油则不易修复"
E12964,E42271,1,"船舶电气设备及系统(大连海事大学出版社,2011) (郑华耀)",163,"电动机本身的JC值不能小于起货机实际运行的JC值,否则电动机会过热而影响使用寿命"
E08282,E42294,1,"船舶电气设备及系统(大连海事大学出版社,2011) (郑华耀)",173,"同样,当中、高速绕组长期过载时,9-f2/3电阻值升高,使8-u12中的8-d2释放,其常开触点21-d2断开,21-d14失电,触点26-d14(13,14)断开,中、高速接触器26-C14、27-C15断电,起货机不能在中、高速运行而只能低速运行"
E08848,E42296,1,"船舶电气设备及系统(大连海事大学出版社,2011) (郑华耀)",173,"断相保护:电动机任缺相运行时,会使电动机过热而损坏"
E09600,E42303,1,"船舶电气设备及系统(大连海事大学出版社,2011) (郑华耀)",176,"控制箱具有下列保护:失压保护,低速与中速级过载保护,高速挡过载保护,接触器$KM_{F}$与$KM_{B}$间及$KM_{1}$与$KM_{2}$间有互锁作为防止电源短路的保护,控制回路用熔断器作短路保护"
E29558,E42303,1,"船舶电气设备及系统(大连海事大学出版社,2011) (郑华耀)",176,"控制箱具有下列保护:失压保护,低速与中速级过载保护,高速挡过载保护,接触器$KM_{F}$与$KM_{B}$间及$KM_{1}$与$KM_{2}$间有互锁作为防止电源短路的保护,控制回路用熔断器作短路保护"
E29803,E42321,2,"船舶电气设备及系统(大连海事大学出版社,2011) (郑华耀)",196,在三种情况下备用泵将会自动切换起动:运行泵电动机过载、突然失电以及运行泵出口压力下降
E29807,E42323,1,"船舶电气设备及系统(大连海事大学出版社,2011) (郑华耀)",196,"第一种情况,运行泵电动机过载:热过载继电器51动作,其常闭触点(1、2-6)断开,运行泵的起动控制单元PLC接收到电动机过载信号,运行泵停止,备用泵自动起动"
